Variant_ID,predicted_probability,predicted_label,threshold_used,model_id,uncertainty_flag
VAR_004572,0.7385118410701217,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004387,0.03492038803477852,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001540,0.4473119676187159,1,0.4381502900787569,audited_master_only_lgbm,uncertain
VAR_000808,0.9759675232588885,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000082,0.9010476612246153,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002119,0.17189570637642032,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_006245,0.051246596238814245,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000163,0.8432789630898023,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005692,0.9408958304589998,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006030,0.7714568911870474,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004890,0.05646815243646916,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000584,0.25944156378547606,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003833,0.013334721755166914,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001918,0.7297224683914038,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002625,0.9199888129848589,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001845,0.14247089469741095,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001979,0.8528526927755274,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000636,0.9694042671759324,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005011,0.5358635753572291,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005563,0.9674302331853742,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002538,0.9730050589603765,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002184,0.9058972793049411,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005553,0.834127554574787,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006223,0.24711978669729232,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003782,0.9152968389572252,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000884,0.683551704562187,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001654,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005367,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004860,0.8582552669732608,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002738,0.6881410907149397,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000023,0.9906626076445819,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005772,0.9495402295646151,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002449,0.8822447767136448,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004889,0.7798622120976811,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002343,0.9254025668629221,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004330,0.0284826123994327,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000637,0.9847362034747361,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001186,0.9353870901225315,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005545,0.027716473845447755,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000578,0.9878589029214059,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005018,0.030326106426410503,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002397,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005647,0.9590746310675972,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004634,0.06193893719518223,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_002020,0.8370242722121382,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001239,0.9361531134850369,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001880,0.3281037528057131,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004829,0.8542385421095533,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001582,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001872,0.9290594720607129,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004209,0.03758449849599034,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_001548,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003059,0.7171763349546227,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004466,0.9661262853442004,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004873,0.896497528832564,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001018,0.9512242691980684,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005839,0.9716767748899139,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003136,0.9223130170506342,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000344,0.1393504769598045,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000741,0.00888258496812754,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000752,0.9086604866655538,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001791,0.974581272415347,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000132,0.0780225398811344,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005138,0.8253053882205459,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005771,0.8976786089407139,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000927,0.9218951937518893,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001841,0.8451012653949057,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_003641,0.10802689662770058,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000438,0.17672450510358495,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004716,0.9831463062226475,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000853,0.9029521670982453,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002211,0.6878631762334727,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002235,0.14366787651694576,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003024,0.6428186234709642,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_001432,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003334,0.9582212293195861,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005614,0.939472542016721,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000414,0.28729383465990677,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_005881,0.11985334017089484,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_003160,0.13631520158232402,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_004708,0.16405635463403426,0,0.4381502900787569,audited_master_only_lgbm,confident_benign
VAR_000086,0.8810265659849189,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_000732,0.964411913098091,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_004760,0.877248642098512,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_002218,0.9882699392648763,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_006065,0.9162087261446136,1,0.4381502900787569,audited_master_only_lgbm,confident_pathogenic
VAR_005989,0.4507503972270943,1,0.4381502900787569,audited_master_only_lgbm,uncertain
